,id,UserId,ProductId,Time,Score,Summary,Text,helpful
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,doyson,B010CEHQTG,2017-12-16T00:00:00.000Z,5,Amazon Echo Show - Greatest Gift EVER,Great Gift for anyone. Very easy to setup. Coexist with all IOT Devices. Alexa is AWESOME!,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,BBReview,B010CEHQTG,2017-12-20T00:00:00.000Z,5,Amazon Echo Show,Super excited to give this as a gift. It's super convenient that Best Buy has Echo products in store instead of having to purchase from Amazon.,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Christi,B010CEHQTG,2018-01-20T00:00:00.000Z,5,Had to upgrade,"We bought this for mother in law, buying another for me.",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,ConsistentBuyer,B010CEHQTG,2018-01-05T00:00:00.000Z,5,"Practical, easy to setup","Well designed, good sound, has everything Alexa has plus the HD video. Always ready with answers with associated video or text if applicable. Can show movie trailers, can also watch Amazon video. Excellent on-demand security video with Amazon compatible cameras. Voice activated message and/or video calls to Amazon Show owners or Alexa App holders. Highly recommended.",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Ciro,B010CEHQTG,2017-10-05T00:00:00.000Z,5,Awesome having Show!,I have one Alexa and three Echo dots and having Echo Show now is awesome!,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Nome,B010CEHQTG,2018-04-18T00:00:00.000Z,5,Amazon show,Omg I love my amazon show it is sooo cool and does a lot of cool stuff,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,kennrzz,B010CEHQTG,2017-12-11T00:00:00.000Z,5,Great looking design.,Great looking design. Amazon Echo Show was easy to set up and use.,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Angel,B010CEHQTG,2018-02-02T00:00:00.000Z,5,Great product,The product is very entertaining and useful. Would recommend it to anyone.,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Vikash,B010CEHQTG,2017-12-23T00:00:00.000Z,4,Coz its still evolving,Got it for few weeks but it kind of fades away from your life.,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Coop,B010CEHQTG,2018-03-21T00:00:00.000Z,4,All consumers should have 1,This device is awesome ‘ really lets you get very excited about smart home technology ‘ I’m buying a second one for my upstairs,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Dshopper8,B010CEHQTG,2018-01-12T00:00:00.000Z,5,Best gift ever!,I purchased this for my daughter and when I tell you she was so happy she hugged the box then me and back to the box!,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,JBD1127,B010CEHQTG,2017-12-08T00:00:00.000Z,4,"Nice screen, speakers needs improvement though.",Overall product is excellent. Speakers should have a capability to be used as Bluetooth speakers like the echo.,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Tina121588,B010CEHQTG,2018-03-24T00:00:00.000Z,5,Bought two!,"I have the spot, dot and two shows, I started out with the spot and loved it so much I wanted a bigger one. This was a (Best Buy) ! No pun intended lol",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Tess,B010CEHQTG,2018-02-25T00:00:00.000Z,5,So simple and powerful!,"I was a little hesitant to spend the money to get this but I am so glad I did! Alexa always answers when I say the commands and I have noticed it is probably 95% right with any command that I have given. Love the fact that I can see things on the screen. Some of my news briefings have a picture/video so that's nice too. We also love the video call option. Planning on getting one for my grandma who is not as technologically advanced, and could just sit at a table and talk with the grandkids. Worth every penny.",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Giorgio,B010CEHQTG,2017-07-19T00:00:00.000Z,5,Great product,"Great product, very much recommended. Service at Best buy is always the best",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,bonnie,B010CEHQTG,2017-12-16T00:00:00.000Z,5,Excited to try this new device from Amazon,"I bought 2 of these for gifts. I love my Echo and think the new one will be incredible too! After the holidays, I will buy one for myself!",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Bestbuyjunkie,B010CEHQTG,2017-12-06T00:00:00.000Z,5,Very cool product,"I can watch videos, check my security cameras, and grey two for a fantastic price",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,exorcist,B010CEHQTG,2018-01-26T00:00:00.000Z,4,Great for locations where screen is viewable,"Dreams need topics, song lyrics scroll during song play, watch movies/trailers and etc. With it, if you can get it on sale, bought my for special deal at Best Buy for $129.99. not sure if the value is there at the regular price of$249.99. but it is very cool device.",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,roland,B010CEHQTG,2018-03-22T00:00:00.000Z,5,"informative, fun","information on weather, updates on music, events. Fun questions answered while working in kitchen. Good sound for a limited areaGreat sales assistance at Best Buy",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,bobkinaz,B010CEHQTG,2018-03-21T00:00:00.000Z,5,great device allows real time vision exchange,bought for christmas present for son and family so we can communicate visually.,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Gene,B010CEHQTG,2018-02-21T00:00:00.000Z,4,Excellent with Hue Lights and more,"The Amazon echo is excellent. Easy to set up, and we now use it to automate the entire house from our air-conditioning thermostat to every light in the house with the Phillips hue bulbs. We went and got one for everyone in our family.",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Dakotaice,B010CEHQTG,2018-01-17T00:00:00.000Z,5,Love the Amazon Show,"I have both an Amazon Echo and Amazon Show and prefer the Show with the video screen. I use the Show to display recipes when cooking, lyrics to the music I’m listening to and video conferencing with my family. I like seeing headlines of stories scroll across the screen along with the t8me and temperature.",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,MikeG,B010CEHQTG,2017-12-26T00:00:00.000Z,5,Works Great,"I have only been using my Amazon Echo Show for a couple days now but it works great. The microphone picks up my voice very easily, the sound quality is great, and it looks nice sitting on my coffee table!",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,ewohl726,B010CEHQTG,2018-01-20T00:00:00.000Z,5,Echo Show is a great item to add!,"this echo show lets you see so much, great item for your home!",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Flowermom,B010CEHQTG,2018-01-05T00:00:00.000Z,5,Great item for elderly parent,The Echo is very easy to use and has features that allow users to converse easily with others who may have a hard time learning how to communicate using newer videophone technology. This product removes those barriers.,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Harley78,B010CEHQTG,2017-12-01T00:00:00.000Z,4,Great gift,I love my echo show I wish you could watch movies or tc shows or you tube so hopefully they will add that soon.,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Wonderful,B010CEHQTG,2018-04-14T14:30:27.000Z,5,Excellent,Love all my Echo products and this one is exceptional as well. Was able to look in my house while away. Waiting for more update for access to apps in the future.,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,KrissMG,B010CEHQTG,2017-07-21T00:00:00.000Z,4,Lot of potential,"Little putsy so far, but there are continuous updates that I think will make this a great device to stay connected with family. Bought a second for my dad. Who knows, he might replace his land line someday if this gets better. I do think our original Echo is a bit better at responding, but I enjoy this one in the kitchen /aka hub of the house.",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Falloutboy210,B010CEHQTG,2018-05-18T00:00:00.000Z,5,The Screen changes everything.,"It's at its heart an echo, but having a screen on it, with 1000s of things to do with it make it a much easier recommendation over the simarly priced screenless echo plus",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,wdeanna48,B010CEHQTG,2017-07-24T00:00:00.000Z,5,FREAKIN' AWESOME,Amazon - Echo Show is the best of all my Amazon products. I love the hands-free but able to see things on the screen.,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Jeff,B010CEHQTG,2017-12-01T00:00:00.000Z,5,Great intercom,I have 2 of these in my house work great I just bought 4 for Christmas gifts for my family,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,nicole,B010CEHQTG,2017-12-07T18:06:07.000Z,5,Awesome,"We love Alexa! Love being able to watch news briefings, seeing the lyrics to songs, and so much more! It's in our kitchen and we use it everyday!",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,drollins431,B010CEHQTG,2018-03-22T00:00:00.000Z,5,Great for music,The unit does a good job of playing music from Amazon music. It hears your voice very good although it gets confused at times when I tell it to turn on a particular lamp and I have to slowly pronunciate it. Like that the music shows the lyrics. Do need a family account on Amazon music to plan different music on different units in different rooms at the same time though.,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Russell,B010CEHQTG,2018-01-17T00:00:00.000Z,5,Very cool,It’s awesome being able to control the lighting and lots of other controls with this!,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,JeffW,B010CEHQTG,2017-12-01T00:00:00.000Z,4,Lots of potential,"I’m a big echo fan, so this seemed like a no brainer. I like it a lot, but I’m disappointed about google pulling YouTube functionality. I also feel like the original echo speaker sounded a little better and listened better with kitchen related background noise.",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,DonR,B010CEHQTG,2018-02-02T00:00:00.000Z,5,Terrific product,"I was jealous when our son showed us his Amazon Show and some of the things it was capable of doing. Since AOL eliminated Instant Messaging, my wife and I were less able to communicate because our offices are on separate floors. So we got two Shows and two Spots and now not only can intercom easily but use Alexa for music and many other things. We will probably start using some smart home devices which Alexa can also control. It's a fun device which seems to be getting better all the time.",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Trentendo,B010CEHQTG,2017-12-16T00:00:00.000Z,4,Great product!,"We use this as a monitor for the amazon cloud camera! Works great we tell it to show us the camera ,and boom, there’s the video feed. Super easy to link our echo plus and the echo dot with the show!!",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Tony,B010CEHQTG,2018-04-18T00:00:00.000Z,5,Good product,We use echo almost every day. It is fun to ask questions. The music is great. We check the weather and listen to NPRnews,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,chocolate,B010CEHQTG,2018-03-06T00:00:00.000Z,5,Great Alexa to view,Love playing music and talking to Alexa and looking at my camera three the screen,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Lindy,B010CEHQTG,2018-02-09T00:00:00.000Z,5,Echo Show,"I love the Echo Show and this is the 3rd one I have purchased (two were presents for family at Christmas). This one was for me. I love being able to hear music, connect with family via video and ask Alexa questions. Best purchase I could have made!",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Bucktrack0,B010CEHQTG,2018-02-02T00:00:00.000Z,4,The Echo show Rocks,"Awesome sound which was unexpected. It's nice seeing info on the screen such as recipes, song lyrics, weather, etc.",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Melody,B010CEHQTG,2017-12-22T00:00:00.000Z,4,Does what I need,I love the capability to see it on the screen and it allows me to not have to use my hands.,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Manofsteel,B010CEHQTG,2017-10-20T00:00:00.000Z,5,Love it,Screen is really nice great for videos I would definetly recommend it,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,laf452,B010CEHQTG,2017-12-20T00:00:00.000Z,4,Christmas presents for my mother and son,"We bought the two-for deal as presents. My mother will have a learning curve, but since the other one is going to my son, he can teach her! Looks like a neat appliance, but want to see if it can do more than weather, music and turning off the lights...",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Psmithph3,B010CEHQTG,2018-01-05T00:00:00.000Z,5,Great product.,By far my favorite Amazon product. I bought one for every bedroom in the home.,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,TeejSC,B010CEHQTG,2017-12-01T00:00:00.000Z,5,Just love it!!,"Very fun to have music at the ready with a voice command. We use it with Amazon Unlimited which has nearly everything. Good to view recipes with Allrecipes, so we keep it in the kitchen for reference and musical ambience. The video is good too, it has youtube functionality. It would be nice to have regular tv though, but that is probably on the providers for now.. nice to have the photo background and lastly, to have lyrics on the screen when music is played!",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,JM808,B010CEHQTG,2017-11-03T00:00:00.000Z,5,Simply Awesome,I was using the original Echo seldomly. Then I decided to get the Show... I use the Show a lot more. Was simple to set up and you can make calls with video. Great product,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Davedz87,B010CEHQTG,2017-12-30T00:00:00.000Z,2,not big fan,"I have to say it was a little confusing and frustrating when i was not getting the verification code from amazon , i waited for 20 minutes then i requested another code, nothing... then a nother one... and still nothing , i started to set up the device at 8.30 am and by 11.20 am i was fed up with it.. i had to step away.... after about 5 hours we went shopping and at the mall i recieved about 4 codes from amazon ....",FALSE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Loop,B010CEHQTG,2017-09-29T00:00:00.000Z,5,Fun,My dad uses this as a speaker for the tv ...and loves it. He does use it in the traditional Alexa way...but the speaker option he discovered is an added benefit.,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Miskatonic,B010CEHQTG,2018-01-18T00:00:00.000Z,4,Gotta love Alexa,Alexa runs my entire house. The Echo show is a great addition to the Echo family. Everyone needs one!,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,techappreciator,B010CEHQTG,2017-12-11T00:00:00.000Z,5,Great space saver!,Replaced a regular echo with this unit. Allows video chat with our son in college and replaces a digital picture frame at a very affordable price.,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Beccad79,B010CEHQTG,2018-02-05T00:00:00.000Z,5,Love this product,We love the echo show. Best feature is the flash bringing that gives us a rundown on news and weather each morning.,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,JoseP,B010CEHQTG,2017-12-08T00:00:00.000Z,5,Awesome,"My girlfriend loves the echo show, I bought two of them...",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Relativist,B010CEHQTG,2018-01-20T00:00:00.000Z,5,A screen makes a big difference.,"Along with fire TV, a prime membership, an amazon music subscription, other home automation devices and the Alexa app on the phone this system is very functional.",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Dolfan,B010CEHQTG,2018-01-12T00:00:00.000Z,5,Cool gadget,"It’s Alexa, but it has a screen, and it sounds pretty decent for a countertop device. My wife loves having it in the kitchen for recipes, weather music and fun!",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Robin,B010CEHQTG,2017-09-18T00:00:00.000Z,4,Great for checking in on the house,I purchased this as present for a friend and since I have an Echo I can video chat with her to check in. The quality of the video is great.,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Oldmangamer,B010CEHQTG,2017-08-19T00:00:00.000Z,4,Hal 9000,"Like having another person in the house, I talk to Alexa more then my wife",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Boymikey77,B010CEHQTG,2018-02-02T00:00:00.000Z,5,It’s great,I really love it I use it everyday and it works great,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Customer,B010CEHQTG,2018-01-28T00:00:00.000Z,5,Easy setup,We struggled with a surprise Christmas gift this year. The store sales rep suggested this and it was a hit!,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Chrisell,B010CEHQTG,2017-12-22T00:00:00.000Z,5,Best Echo by Amazon,"The Echo Show is a game changer, it's amazing as are all the Echo's but with this one you can watch video's, or see who's at your door. The things that Echo can do are limitless, it's like having a personal assistant.",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,rick,B010CEHQTG,2017-12-05T00:00:00.000Z,5,Great Amazon Product,"Another great product by Amazon, super fun and great for entertaining the family and guests.",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,9796,B010CEHQTG,2018-01-27T00:00:00.000Z,5,Alexa,Great product fun to use. Very easy to set up and begin useing,TRUE
